1, OUD-B-4, 44, Baby_C, R
1, EVEN-DENKEN-B-9, 44, Baby_C, L
1, PERSOON-A-12, 44, Baby_C, R
1, MOETEN-A-112, 4, 1, R
1, PT-1hand-4845, 4, 1, L
1, PT-1hand-2623, 4, 1, L
1, BERLIJN-A-1, 17, S, R
1, PECH-B-1, 19, V, R
1, PT-1hand-2888, 4, 1, R
1, PT-1hand-1631, 4, 1, L
1, KOMEN-A-94, 4, 1, R
1, GRAPPIG-A-12, 1, A, L
1, IEDEREEN-C-1, 23, Y, R
1, PT-1hand-2606, 4, 1, L
1, PT-1hand-4779, 4, 1, R
1, PT-1hand-2391, 4, 1, R
1, PT-1hand-364, 4, 1, R
1, JOURNAAL-A-1, 23, Y, R
1, MEER-D-3, 2, B, L
1, MOETEN-A-130, 4, 1, R
1, PT-1hand-5014, 4, 1, R
1, STIJF-B-1, 4, 1, L
1, NU-A-168, 4, 1, R
1, VEEL-A-34, 23, Y, L
1, PT-1hand:1-1329, 4, 1, L
1, PT-1hand-4301, 4, 1, L
1, PT-1hand-3450, 4, 1, R
1, PT-1hand:1-1433, 4, 1, R
1, KIJKEN-A-91, 19, V, L
1, PT-1hand:1-1986, 4, 1, R
1, SCHOOL-A-19, 18, T, R
1, CI-A-4, 41, V_curved, R
1, GENOEG-16, 27, B_bent, R
1, ENGELAND-A-14, 44, Baby_C, R
1, PB-44, 2, B, R
1, PROBEREN-A-36, 9, N, R
1, 100-A-4, 26, Beak_open, R
1, GOED-A-6, 1, A, R
1, BINNENKORT-A, 4, 1, R
1, PT-1hand:1-1939, 4, 1, L
1, NIEUW-B-45, 23, Y, R
1, PT-1hand:1-2531, 4, 1, R
1, HOREN-A-93, 4, 1, L
1, TOETJE-C-1, 18, T, R
1, ROEPEN-A-53, 27, B_bent, L
1, KOMEN-A-5, 4, 1, L
1, PT-1hand-2293, 4, 1, L
1, PT-1hand-3009, 4, 1, R
1, TOETJE-A-1, 2, B, L
1, PT-1hand:1-1219, 4, 1, L
1, ONZIN-B-3, 40, Beak_spread, R
1, IN-C-2, 42, Beak, R
1, PT:down-32, 4, 1, R
1, PT-1hand:1-2205, 4, 1, R
1, PT-1hand:1-507, 4, 1, L
1, NEE-A-3, 9, N, R
1, GISTEREN-7, 1, A, R
1, BLOEM-B-1, 18, T, R
1, MAN-A-41, 26, Beak_open, R
1, EERST-13, 4, 1, R
1, REGIO-B-29, 37, C_spread, R
1, DORP-8, 44, Baby_C, R
1, GEEL-C-4, 45, Baby_beak, R
1, VINGERSPELLEN-2, 37, C_spread, R
1, PLOTSDOOF-1, 26, Beak_open, R
1, KNIE-1, 4, 1, R
1, PT-1hand:1-2267, 4, 1, R
1, PT-1hand-4914, 4, 1, R
1, 1-A-208, 4, 1, R
1, DENKEN-179, 4, 1, R
1, PT-1hand-3577, 4, 1, R
1, PT-1hand-147, 4, 1, R
1, PRATEN-A-39, 26, Beak_open, L
1, KUNNEN-A-95, 17, S, R
1, DOOF-A-154, 4, 1, L
1, DOOF-B-90, 9, N, L
1, OPGELUCHT-B-8, 2, B, L
1, LUI-8, 59, 5r, R
1, PT-1hand-234, 4, 1, R
1, KLOPT-A-44, 11, K, R
1, PT-1hand-92, 4, 1, L
1, PT-1hand:1-2451, 4, 1, R
1, ERG-A-35, 18, T, R
1, MIS-A-12, 1, A, R
1, NU-A-62, 4, 1, R
1, PT-1hand:1-1122, 4, 1, L
1, KRACHT-72, 17, S, R
1, NU-A-161, 4, 1, R
1, DENKEN-90, 4, 1, R
1, ANDERS-B-46, 23, Y, R
1, PT-1hand-607, 4, 1, L
1, PT-1hand-504, 4, 1, R
1, OMDAT-A-12, 17, S, L
1, PT-1hand-969, 4, 1, R
1, TRAM-A, 19, V, R
1, PT-1hand:1-1882, 4, 1, R
1, BESTEMPELEN-C-2, 9, N, R
1, LOGOPEDIE-A-14, 27, B_bent, R
1, PT-1hand-393, 4, 1, R
1, STROOIEN-A, 36, Money, R
1, PT-1hand-2296, 4, 1, L
1, GRAPPIG-C-2, 4, 1, L
1, PT-1hand:1-1235, 4, 1, R
1, OUD-A-27, 17, S, R
1, FOUT-B-3, 4, 1, L
1, MEI-A-1, 44, Baby_C, R
1, PT-1hand-3226, 4, 1, L
1, BELANGRIJK-A-7, 4, 1, R
1, PT-1hand-4009, 4, 1, R
1, HOOFD-B-1, 4, 1, L
1, PT-1hand-4929, 4, 1, R
1, PT-1hand:1-154, 4, 1, R
1, NIEUWSGIERIG-11, 41, V_curved, R
1, PT-1hand:1-2124, 4, 1, R
1, PT-1hand:1-1867, 4, 1, R
1, PT-1hand-2932, 4, 1, L
1, DOOF-A-200, 4, 1, R
1, KLOPT-B-28, 9, N, R
1, PT-1hand-2989, 4, 1, L
1, PT-1hand-3993, 4, 1, R
1, ZIELIG-B, 2, B, R
1, SLAGROOM-A-1, 39, Beak_open_spread, R
1, WEG-B-11, 2, B, L
1, JA-A-28, 23, Y, R
1, MENS-18, 27, B_bent, L
1, GEBOREN-B-5, 26, Beak_open, R
1, ARGUMENT, 36, Money, R
1, PT-1hand:1-674, 4, 1, R
1, VANDAAR-A, 27, B_bent, L
1, TWEEEN-C-4, 4, 1, L
1, PT-1hand-2400, 4, 1, R
1, VERZOEKEN, 2, B, L
1, OUD-B-3, 44, Baby_C, R
1, PERSOON-A-37, 44, Baby_C, L
1, PT-1hand:1-1697, 4, 1, R
1, 1-A-68, 4, 1, L
1, JA-A-12, 23, Y, R
1, PT-1hand-2361, 4, 1, R
1, 1-A-257, 4, 1, R
1, PT-1hand-4879, 4, 1, R
1, ERG-A-69, 18, T, L
1, HEBBEN-B-5, 26, Beak_open, L
1, HEBBEN-A-44, 2, B, L
1, BEHALVE-1, 4, 1, R
1, PT-1hand-3759, 4, 1, R
1, PT-1hand:1-1185, 4, 1, R
1, PT:down-7, 4, 1, R
1, OPVOEDEN-6, 36, Money, L
1, MAN-A-4, 26, Beak_open, R
1, NIET-A-101, 4, 1, R
1, STEM-A-18, 4, 1, L
1, PT-1hand-1704, 4, 1, R
1, JA-A-113, 23, Y, R
1, KIJKEN-A-156, 19, V, L
1, PT-1hand-3324, 4, 1, L
1, GEEL-C-9, 45, Baby_beak, R
1, PT-1hand-170, 4, 1, L
1, KOMEN-A-48, 4, 1, R
1, KUNNEN-A-73, 17, S, R
1, ERG-A-26, 18, T, R
1, PT-1hand-4739, 4, 1, L
1, JA-A-125, 23, Y, L
1, PT-1hand-1670, 4, 1, R
1, PT-1hand:1-2284, 4, 1, R
1, KOPEN-B-2, 36, Money, L
1, GRONINGEN-29, 37, C_spread, R
1, JA-A-420, 23, Y, R
1, PT-1hand-186, 4, 1, R
1, PT-1hand-919, 4, 1, L
1, GELD-10, 36, Money, L
1, GRAP-A-1, 1, A, L
1, PT:down-54, 4, 1, R
1, MOOI-A-7, 18, T, R
1, GRONINGEN-24, 37, C_spread, R
1, 5-4, 25, 5, L
1, PT-1hand-1291, 4, 1, L
1, PT-1hand:1-1126, 4, 1, L
1, SLAAN-C-7, 17, S, L
1, KLOPT-C-13, 22, 1_curved, R
1, OUD-D-2, 17, S, R
1, GEUR-5, 25, 5, R
1, PT-1hand-552, 4, 1, L
1, PT-1hand-40, 4, 1, R
1, PRATEN-A-64, 26, Beak_open, R
1, GEWOON-A-30, 4, 1, R
1, PT-1hand:1-2163, 4, 1, R
1, NIJMEGEN-A-1, 41, V_curved, R
1, STOREN-1, 19, V, R
1, PT-1hand-4612, 4, 1, R
1, PT-1hand-294, 4, 1, R
1, PT-1hand-4504, 4, 1, R
1, PT-1hand:1-2433, 4, 1, L
1, GOED-A-300, 1, A, R
1, TE-1, 18, T, R
1, SLECHT-B-2, 2, B, R
1, PT-1hand-3636, 4, 1, R
1, PT-1hand-2357, 4, 1, R
1, INDIVIDUEEL-1, 10, I, R
1, PT-1hand-251, 4, 1, R
1, VAN-A-52, 2, B, R
1, NOG-NIET-2, 12, L, R
1, PT-1hand-800, 4, 1, R
1, GROMMEN-19, 37, C_spread, R
1, PT-1hand:1-2141, 4, 1, R
1, PT-1hand:1-880, 4, 1, R
1, PT-1hand-3861, 4, 1, R
1, PT-1hand:1-2450, 4, 1, R
1, JA-A-209, 23, Y, R
1, REGIO-A-21, 25, 5, L
1, PT-1hand-2639, 4, 1, L
1, MAANDAG-A-6, 2, B, R
1, DENKEN-183, 4, 1, L
1, PT-1hand-1123, 4, 1, L
1, STIL-A-5, 4, 1, R
1, WENNEN-C, 1, A, R
1, NU-A-128, 4, 1, L
1, LEUK-A-31, 16, Baby_beak_open, L
1, MOND-2, 4, 1, R
1, JA-A-184, 23, Y, L
1, LEUK-A-54, 16, Baby_beak_open, L
1, REGIO-B-33, 37, C_spread, L
1, JONGEN-A-11, 26, Beak_open, R
1, PT-1hand-2450, 4, 1, R
1, GOED-A-307, 1, A, R
1, ROEPEN-A-1, 27, B_bent, R
1, OOK-A-70, 2, B, L
1, DOOF-A-151, 4, 1, L
1, PT-1hand:1-761, 4, 1, R
1, DOOF-B-13, 9, N, L
1, PT-1hand-1411, 4, 1, L
1, SCHOOL-A-9, 18, T, L
1, MEE-32, 17, S, R
1, JONG-A-38, 2, B, L
1, PT-1hand-3924, 4, 1, R
1, DILEMMA-1, 27, B_bent, L
1, PT-1hand:1-2695, 4, 1, R
1, CI-A-18, 41, V_curved, R
1, PT-1hand:1-65, 4, 1, L
1, UIT-A-3, 4, 1, R
1, DAN-A-111, 4, 1, R
1, PRETTIG-A-13, 18, T, L
1, PT-1hand:1-2063, 4, 1, L
1, KLEIN-B-68, 10, I, L
1, DOOF-B-136, 9, N, L
1, PT:up-64, 4, 1, R
1, DEEL-A-18, 44, Baby_C, R
1, KOMEN-A-70, 4, 1, R
1, PT-1hand-3656, 4, 1, R
1, JA-A-109, 23, Y, L
1, KLEIN-B-14, 10, I, L
1, BEDOELEN-46, 4, 1, L
1, DOOF-A-96, 4, 1, L
1, PT-1hand-1023, 4, 1, R
1, BLOEM-B-2, 18, T, L
1, DOM-A-9, 17, S, R
1, GAAN-73, 4, 1, L
1, PT-1hand:1-2042, 4, 1, R
1, ZEIST-B-1, 2, B, L
1, 5-7, 25, 5, R
1, PT-1hand-3157, 4, 1, L
1, PT-Bhand-10, 2, B, L
1, NOG-NIET-15, 12, L, L
1, MEER-A-10, 4, 1, R
1, PT-1hand-2920, 4, 1, R
1, OPNEMEN-A-42, 26, Beak_open, R
1, OMDAT-A-37, 17, S, L
1, PT-1hand:1-2393, 4, 1, R
1, EVEN-DENKEN-D-68, 2, B, R
1, HEBBEN-C-2, 25, 5, R
1, SENSEO-B-25, 41, V_curved, L
1, PT-1hand-4299, 4, 1, L
1, STRAF-C-2, 4, 1, R
1, JA-A-54, 23, Y, R
1, PT-1hand:1-1006, 4, 1, R
1, GOED-A-158, 1, A, L
1, STEL-A-23, 2, B, R
1, PT-1hand-100, 4, 1, R
1, KUNNEN-A-330, 17, S, R
1, MAANDAG-A-5, 2, B, R
1, NIET-A-31, 4, 1, R
1, VERGETEN-A-21, 14, O, L
1, KIJKEN-C, 38, B_curved, R
1, KEPPEL, 37, C_spread, L
1, KUNNEN-A-101, 17, S, R
1, ERG-A-77, 18, T, R
1, PT-1hand:1-435, 4, 1, R
1, PT-1hand-3729, 4, 1, L
1, SPIEGEL-5, 2, B, R
1, KUNNEN-A-198, 17, S, R
1, PT-1hand:1-637, 4, 1, R
1, ANDERS-A-3, 1, A, R
1, DOOD-A-5, 27, B_bent, L
1, OOG-1, 4, 1, L
1, PT-1hand:1-4, 4, 1, R
1, OPNIEUW-7, 19, V, R
1, STOUT-C, 10, I, L
1, 1-A-206, 4, 1, L
1, PT-1hand:1-88, 4, 1, L
1, GELUID-5, 4, 1, R
1, DOOF-C-82, 4, 1, L
1, IN-D-1, 4, 1, R
1, PT-1hand-2414, 4, 1, L
1, PT-1hand-1995, 4, 1, R
1, PT-1hand-1318, 4, 1, R
1, KUNNEN-A-67, 17, S, L
1, DOOF-A-132, 4, 1, L
1, EIGENLIJK-15, 25, 5, R
1, UTRECHT-B-5, 17, S, R
1, STEL-A-56, 2, B, R
1, PT-1hand-3015, 4, 1, L
1, 1-A-116, 4, 1, R
1, CONFECTIE, 27, B_bent, L
1, PT-1hand:1-1492, 4, 1, L
1, WAT-A-89, 4, 1, R
1, PT-1hand:1-1673, 4, 1, L
1, KUNNEN-A-231, 17, S, R
1, VADER-A-8, 4, 1, R
1, MOOI-A-21, 18, T, R
1, KUNNEN-A-374, 17, S, R
1, 1-A-195, 4, 1, L
1, PT-1hand-4122, 4, 1, L
1, PT-1hand:1-577, 4, 1, L
1, HOREN-A-207, 4, 1, R
1, PT-1hand-2531, 4, 1, R
1, EINDELIJK-A-17, 25, 5, L
1, EINDELIJK-A-15, 25, 5, R
1, PERSOON-A-64, 44, Baby_C, R
1, PT-1hand-669, 4, 1, R
1, SCHOOL-A-60, 18, T, R
1, MOOI-B-2, 14, O, R
1, ANDERS-A-33, 1, A, L
1, ROEPEN-A-20, 27, B_bent, L
1, SCHOOL-A-89, 18, T, R
1, EERST-55, 4, 1, L
1, HERINNEREN-A, 22, 1_curved, R
1, HOND-B-12, 27, B_bent, L
1, VINDEN-B-14, 18, T, L
1, PT-1hand-921, 4, 1, R
1, PT-1hand-3581, 4, 1, R
1, OPSTOKEN, 36, Money, L
1, JUNHUI-YANG, 9, N, R
1, 1-A-215, 4, 1, R
1, 2-A-30, 19, V, R
1, PT-1hand-1400, 4, 1, R
1, HOREN-A-43, 4, 1, L
1, ALS-A-10, 16, Baby_beak_open, R
1, PT-1hand-2319, 4, 1, L
1, DOOF-B-30, 9, N, R
1, VERZOEKEN-9, 2, B, L
1, OOK-A-143, 2, B, R
1, RIJK-A-1, 24, Baby_O, R
1, PT-1hand-1473, 4, 1, R
1, GRONINGEN-36, 37, C_spread, R
1, PT-1hand:1-2566, 4, 1, L
1, KUNNEN-A-239, 17, S, L
1, PT-1hand-2783, 4, 1, R
1, PT-1hand-3858, 4, 1, R
1, NIEUW-B-61, 23, Y, L
1, JA-A-105, 23, Y, R
1, PT-1hand-1371, 4, 1, R
1, BETEKENEN-A, 4, 1, R
1, PT-1hand-2333, 4, 1, R
1, PT-1hand-2802, 4, 1, L
1, PT-1hand:1-643, 4, 1, L
1, KUNNEN-A-249, 17, S, L
1, HEBBEN-A-63, 2, B, R
1, OPSTUREN-A-19, 40, Beak_spread, L
1, PT-1hand-2340, 4, 1, R
1, OUD-B-19, 44, Baby_C, R
1, NIET-A-159, 4, 1, L
1, HOOG-9, 27, B_bent, L
1, TEVEEL, 18, T, L
1, PT-1hand-3974, 4, 1, R
1, MEE-61, 17, S, R
1, MEE-29, 17, S, L
1, KUNNEN-A-16, 17, S, R
1, VROEGER-A-53, 2, B, R
1, REGIO-A-12, 25, 5, R
1, VERZUIMEN-1, 2, B, L
1, KOMEN-A-86, 4, 1, R
1, DAN-A-103, 4, 1, R
1, RUIMTE-A-13, 25, 5, R
1, MEER-A-27, 4, 1, R
1, 1-A-229, 4, 1, L
1, GOED-A-238, 1, A, L
1, PT-1hand-2983, 4, 1, L
1, COMPUTER-A-27, 3, C, L
1, DOOF-A-13, 4, 1, L
1, HOREN-A-206, 4, 1, L
1, GEZICHT-A-12, 4, 1, L
1, NEE-A-5, 9, N, R
1, PT-1hand:1-2281, 4, 1, R
1, DOOF-C-51, 4, 1, R
1, PT-1hand:1-2103, 4, 1, R
1, PT-1hand:1-2473, 4, 1, L
1, JONGEN-A-9, 26, Beak_open, R
1, NIET-A-171, 4, 1, L
1, MIS-A-9, 1, A, R
1, PT-1hand-2123, 4, 1, R
1, PT-1hand:1-298, 4, 1, R
1, PT-1hand-84, 4, 1, R
1, KIND-A-23, 2, B, R
1, GOED-A-317, 1, A, R
1, PT-1hand-3612, 4, 1, L
1, NETJES-B, 18, T, R
1, PT-1hand:1-1354, 4, 1, L
1, VER-25, 4, 1, L
1, TIJD-A-6, 4, 1, L
1, PT-1hand-2864, 4, 1, L
1, TIJD-A-2, 4, 1, R
1, ANDERS-A-89, 1, A, R
1, KLEIN-B-7, 10, I, R
1, MEER-B-4, 25, 5, L
1, MAROKKO-B-1, 36, Money, R
1, PT-1hand:1-896, 4, 1, L
1, 12-A-1, 12, L, R
1, PT-1hand:1-2689, 4, 1, R
1, UIT-B, 2, B, L
1, PT-1hand:1-151, 4, 1, R
1, TOEVALLIG-A-4, 16, Baby_beak_open, R
1, DOOF-A-29, 4, 1, R
1, PT-1hand-2440, 4, 1, R
1, GOED-A-330, 1, A, R
1, DOOF-B-116, 9, N, R
1, PB-6, 2, B, L
1, NIEUW-A-27, 45, Baby_beak, R
1, PT-1hand-476, 4, 1, L
1, KIND-A-5, 2, B, R
1, PT-1hand-3409, 4, 1, L
1, WOKKEL-B-1, 4, 1, R
1, PT-1hand-1416, 4, 1, R
1, PT-1hand-3616, 4, 1, R
1, PT-1hand:1-282, 4, 1, L
1, AAN-JOU-33, 2, B, L
1, PT-1hand-771, 4, 1, L
1, KRACHT-42, 17, S, L
1, NU-A-116, 4, 1, R
1, LOGISCH-4, 22, 1_curved, R
1, DESKUNDIG-C, 11, K, R
1, VROEGER-A-56, 2, B, R
1, PT:down-78, 4, 1, R
1, DOOR-B-8, 4, 1, R
1, PT-1hand-287, 4, 1, R
1, PT-1hand-2231, 4, 1, L
1, DENKEN-83, 4, 1, R
1, PB-7, 2, B, L
1, SENSEO-E-1, 41, V_curved, R
1, GOED-A-226, 1, A, L
1, PT-1hand-328, 4, 1, R
1, VROEGER-A-118, 2, B, R
1, PT-1hand-813, 4, 1, L
1, PT-1hand-2761, 4, 1, L
1, HEBBEN-A-37, 2, B, L
1, NU-A-47, 4, 1, R
1, SENSEO-A-26, 41, V_curved, R
1, DAN-A-51, 4, 1, R
1, PT-1hand:1-97, 4, 1, R
1, BEDOELEN-30, 4, 1, R
1, MOOI-A-132, 18, T, R
1, DENKEN-77, 4, 1, R
1, GOOIEN-A-18, 17, S, L
1, VEEL-A-2, 23, Y, R
1, STEM-B-1, 2, B, R
1, OOK-B-1, 19, V, L
1, PT-1hand:1-1852, 4, 1, R
1, DUBBEL-A-3, 19, V, L
1, PT-1hand:1-1764, 4, 1, L
1, SLAAN-C-8, 17, S, R
1, PROBEREN-A-1, 9, N, R
1, PT-1hand-1141, 4, 1, L
1, PT-1hand-815, 4, 1, R
1, 13-A-1, 29, 3, R
1, NEE-B-26, 25, 5, L
1, RUIMTE-A-33, 25, 5, R
1, MEE-66, 17, S, R
1, IEMAND-1, 10, I, L
1, BOOS-A-16, 37, C_spread, L
1, PT-1hand-3328, 4, 1, R
1, KOMEN-C-8, 2, B, L
1, KOMEN-A-27, 4, 1, L
1, PT-1hand:1-1535, 4, 1, L
1, PT-1hand:1-2550, 4, 1, R
1, GOED-A-239, 1, A, R
1, PT-1hand:1-1417, 4, 1, R
1, PT-1hand-4390, 4, 1, L
1, UIT-A-2, 4, 1, R
1, #N-7, 9, N, L
1, TOCH-B-2, 17, S, R
1, SENSEO-B-27, 41, V_curved, R
1, 1-A-265, 4, 1, L
1, PT-1hand-3080, 4, 1, R
1, VINGERSPELLEN-12, 37, C_spread, R
1, BIJ-A-42, 26, Beak_open, L
1, TELHAND+3-B-5, 29, 3, L
1, 4-A-8, 30, 4, R
1, PT-1hand:1-712, 4, 1, R
1, PT-1hand-3342, 4, 1, R
1, PT-1hand-2443, 4, 1, R
1, GAAN-36, 4, 1, R
1, BOOS-A-17, 37, C_spread, L
1, WAT-A-60, 4, 1, R
1, ANDERS-B-6, 23, Y, R
1, MONTEUR-1, 36, Money, R
1, PT-1hand-3659, 4, 1, R
1, GOED-A-57, 1, A, R
1, PT-1hand-2804, 4, 1, R
1, OUDERS-A-3, 4, 1, R
1, TWEEEN-C-13, 4, 1, R
1, 1-A-2, 4, 1, L
1, GELD-1, 36, Money, R
1, OUD-A-2, 17, S, R
1, PT-1hand:1-1984, 4, 1, R
1, KIJKEN-A-64, 19, V, L
1, BRENGEN-9, 17, S, L
1, PT-1hand-711, 4, 1, R
1, IEDEREEN-B-3, 10, I, R
1, PT-1hand:1-2591, 4, 1, L
1, SLAPEN-A-11, 2, B, R
1, PT-1hand-3856, 4, 1, L
1, TANTE-C, 18, T, R
1, JA-A-397, 23, Y, R
1, DING-6, 44, Baby_C, R
1, KUNNEN-A-336, 17, S, R
1, HEBBEN-A-138, 2, B, L
1, PT-1hand-4076, 4, 1, L
1, KIJKEN-A-126, 19, V, R
1, PT-1hand:1-2062, 4, 1, L
1, GENOEG-15, 27, B_bent, L
1, OOK-A-51, 2, B, R
1, NU-A-21, 4, 1, R
1, DAN-A-163, 4, 1, L
1, NAAM-A-2, 44, Baby_C, L
1, PT-1hand-3809, 4, 1, R
1, BOWLEN-16, 17, S, L
1, PT-1hand-4099, 4, 1, R
1, PT-1hand-86, 4, 1, R
1, PT-1hand-613, 4, 1, R
1, OPNEMEN-A-47, 26, Beak_open, R
1, PT-1hand:1-2152, 4, 1, R
1, KIND-A-83, 2, B, R
1, AANGELIJND-A, 36, Money, R
1, JA-A-407, 23, Y, L
1, MOOI-A-30, 18, T, L
1, PT-1hand-4015, 4, 1, R
1, PT-1hand-3156, 4, 1, R
1, PRATEN-A-99, 26, Beak_open, R
1, GAAN-47, 4, 1, R
1, LEUK-A-15, 16, Baby_beak_open, R
1, PT-1hand:1-2489, 4, 1, R
1, PT-1hand-1373, 4, 1, R
1, BOVEN, 27, B_bent, L
1, OPSTUREN-A-24, 40, Beak_spread, R
1, LASSEN, 12, L, R
1, VAN-A-47, 2, B, R
1, VREEMD-B-4, 23, Y, L
1, VERLIEZEN-A-4, 4, 1, R
1, PT-1hand:1-1824, 4, 1, R
1, MOETEN-A-142, 4, 1, L
1, KOPEN-D, 36, Money, R
1, HOEFT-NIET-A-21, 18, T, R
1, JA-A-211, 23, Y, R
1, AAP-25, 27, B_bent, L
1, BIJ-A-5, 26, Beak_open, L
1, KOMEN-A-73, 4, 1, R
1, OUD-D-8, 17, S, R
1, PT-1hand-2496, 4, 1, L
1, PT-1hand-2916, 4, 1, L
1, VROEGER-A-62, 2, B, R
1, PT-1hand-4012, 4, 1, R
1, KRIJGEN-A-2, 36, Money, R
1, KIJKEN-A-174, 19, V, L
1, HEBBEN-A-127, 2, B, R
1, KUNNEN-A-118, 17, S, L
1, PT-Bhand:1-29, 2, B, L
1, SCHOOL-A-70, 18, T, R
1, SENSEO-B-32, 41, V_curved, R
1, ZIEN-B-1, 4, 1, R
1, PT-1hand-1182, 4, 1, R
1, NEPAL, 44, Baby_C, L
1, GLAS-E, 22, 1_curved, L
1, NIEUW-A-40, 45, Baby_beak, R
1, PRACHTIG-A-4, 18, T, R
1, PT-1hand-2586, 4, 1, L
1, KOMEN-A-91, 4, 1, R
1, PT-1hand:1-430, 4, 1, R
1, PT-1hand:1-1181, 4, 1, R
1, TWEEEN-A-49, 19, V, R
1, GOED-A-88, 1, A, R
1, PT-1hand-4246, 4, 1, R
1, MOETEN-A-43, 4, 1, R
1, VANDAAR-A-6, 27, B_bent, R
1, KUNNEN-A-188, 17, S, R
1, PT-1hand-3276, 4, 1, L
1, BANG-A-18, 4, 1, L
1, LUI-9, 59, 5r, L
1, EINDELIJK-A-12, 25, 5, R
1, MOOI-A-16, 18, T, R
1, PT-1hand-1173, 4, 1, R
1, IETS-IN-DE-HAND-SCHUDDEN, 17, S, R
1, KIJKEN-A-92, 19, V, L
1, MEE-11, 17, S, R
1, JA-A-192, 23, Y, R
1, PT-1hand:1-1060, 4, 1, R
1, NIEUW-B-39, 23, Y, R
1, DENKEN-142, 4, 1, L
1, KAPPER-1, 19, V, L
1, ERG-A-40, 18, T, R
1, HOREN-A-74, 4, 1, R
1, PT-1hand-1189, 4, 1, L
1, DOOF-B-24, 9, N, R
1, GA-MAAR-7, 2, B, R
1, KOMEN-A-74, 4, 1, L
1, RUIMTE-A-106, 25, 5, R
1, TOCH-B-25, 17, S, R
1, PT-1hand:1-2364, 4, 1, R
1, BLIJ-E, 9, N, L
1, LIEF-B-6, 2, B, R
1, PT-1hand-3646, 4, 1, L
1, PT-1hand-4494, 4, 1, L
1, PT:down-29, 4, 1, R
1, TALENT-A-1, 4, 1, R
1, REGIO-A-23, 25, 5, R
1, GEWOON-A-12, 4, 1, R
1, DOOF-A-77, 4, 1, L
1, HOND-B-9, 27, B_bent, L
1, PT-1hand:1-368, 4, 1, R
1, PT-1hand-734, 4, 1, R
1, VRIJDAG-B-2, 19, V, L
1, BESTE-A-4, 1, A, R
1, OESTER-B, 37, C_spread, R
1, PT-1hand:1-2472, 4, 1, R
1, PRATEN-A-48, 26, Beak_open, L
1, PT:up-66, 4, 1, L
1, PT-1hand-3175, 4, 1, R
1, GOED-A-59, 1, A, R
1, PT-1hand:1-539, 4, 1, L
1, MEER-A-69, 4, 1, R
1, JAMMER-A-4, 17, S, L
1, PT-1hand:1-197, 4, 1, R
1, HERINNEREN-C-2, 4, 1, L
1, PT-1hand-1614, 4, 1, R
1, MEE-EENS-A-15, 9, N, L
1, PT-1hand:1-1767, 4, 1, L
1, PT-1hand-1965, 4, 1, R
1, GEVEN-B-13, 2, B, R
1, MAASTRICHT-A, 13, M, L
1, LOGOPEDIE-A-19, 27, B_bent, R
1, PT-1hand-4665, 4, 1, R
1, HEBBEN-A-33, 2, B, R
1, PT-1hand:1-2557, 4, 1, R
1, VAN-A-13, 2, B, R
1, LOGISCH-3, 22, 1_curved, R
1, ELKE-C, 2, B, R
1, PT-1hand:1-78, 4, 1, L
1, IETS-A-15, 36, Money, L
1, HETEROFIEL-1, 2, B, L
1, LUI-5, 59, 5r, R
1, GOED-A-154, 1, A, R
1, IETS-A-22, 36, Money, R
1, ZWANGER-B, 38, B_curved, R
1, PT-1hand-2968, 4, 1, L
1, HOREN-A-16, 4, 1, R
1, ERG-A-73, 18, T, L
1, #I, 10, I, L
1, PT-1hand:1-2009, 4, 1, L
1, DOOF-A-36, 4, 1, R
1, AAP-7, 27, B_bent, L
1, HEBBEN-A-72, 2, B, L
1, LAND-A-2, 27, B_bent, R
1, SCHRIKKEN-A-10, 25, 5, R
1, MEER-C-7, 18, T, R
1, #J, 10, I, R
1, NU-B-20, 9, N, L
1, PAKKEN-A-40, 25, 5, L
1, HAND-4, 25, 5, R
1, PT-1hand-3269, 4, 1, R
1, PT-1hand-4399, 4, 1, R
1, ANDERS-B-74, 23, Y, R
1, VAN-A-49, 2, B, R
1, ALS-C-26, 22, 1_curved, R
1, GRAPPIG-A-4, 1, A, L
1, PT-1hand:1-984, 4, 1, L
1, PAKKEN-A-103, 25, 5, L
1, WAT-D-1, 23, Y, L
1, ANDERS-A-40, 1, A, R
1, BETEKENEN-B-3, 19, V, R
1, PT-1hand:1-1715, 4, 1, R
1, DOOF-B-3, 9, N, R
1, VROEGER-A-153, 2, B, R
1, KLEIN-B-5, 10, I, R
1, OOK-A-103, 2, B, R
1, ALVAST, 43, 5m, L
1, SLAGER-A-3, 1, A, R
1, PT-1hand-1903, 4, 1, L
1, OMDAT-A-74, 17, S, R
1, GOED-A-408, 1, A, R
1, VAN-A-78, 2, B, L
1, MARTINISTAD, 2, B, R
1, DING-8, 44, Baby_C, R
1, DUITSLAND-A-8, 4, 1, R
1, KUNNEN-A-325, 17, S, R
1, PT-1hand-2317, 4, 1, L
1, VREEMD-C-5, 42, Beak, R
1, NIEUW-A-63, 45, Baby_beak, R
1, PT-1hand:1-1969, 4, 1, L
1, GERAAKT-A, 43, 5m, L
1, PT-1hand-2982, 4, 1, R
1, EI-A, 44, Baby_C, L
1, JA-A-37, 23, Y, R
1, PT-1hand-2376, 4, 1, L
1, VEEL-A-44, 23, Y, R
1, KUNNEN-A-396, 17, S, L
1, PT-1hand:1-902, 4, 1, R
