2s, PO-4003, 2, B, L
2s, BETER-13, 18, T, L
2s, BETER-13, 18, T, R
2s, LAKEN-1, 18, T, L
2s, LAKEN-1, 18, T, R
2s, NIET-B-61, 2, B, L
2s, NIET-B-61, 2, B, R
2s, PRATEN-B-9, 26, Beak_open, L
2s, PRATEN-B-9, 26, Beak_open, R
2s, HIPPIE-A-2, 19, V, L
2s, HIPPIE-A-2, 19, V, R
2s, AUTORIJDEN-26, 17, S, L
2s, AUTORIJDEN-26, 17, S, R
2s, PO-2437, 2, B, L
2s, PO-2437, 2, B, R
2s, PO-3950, 2, B, L
2s, PO-3950, 2, B, R
2s, PV-44, 25, 5, L
2s, PV-44, 25, 5, R
2s, BETER-48, 18, T, L
2s, BETER-48, 18, T, R
2s, PO-110, 2, B, L
2s, PO-110, 2, B, R
2s, RENNEN-A-20, 17, S, L
2s, RENNEN-A-20, 17, S, R
2s, PO-3914, 2, B, L
2s, PO-3914, 2, B, R
2s, PO-431, 2, B, L
2s, PO-431, 2, B, R
2s, AL-160, 2, B, L
2s, AL-160, 2, B, R
2s, PO-4275, 2, B, L
2s, PO-4275, 2, B, R
2s, PO-1705, 2, B, L
2s, PO-1705, 2, B, R
2s, PO-2682, 2, B, L
2s, PO-2682, 2, B, R
2s, GEBAREN-A-422, 25, 5, L
2s, GEBAREN-A-422, 25, 5, R
2s, HOE-B-29, 26, Beak_open, L
2s, HOE-B-29, 26, Beak_open, R
2s, POES-A-43, 16, Baby_beak_open, L
2s, POES-A-43, 16, Baby_beak_open, R
2s, VERHAAL-30, 4, 1, L
2s, VERHAAL-30, 4, 1, R
2s, PO-1102, 2, B, L
2s, PO-1102, 2, B, R
2s, PV-139, 25, 5, L
2s, PV-139, 25, 5, R
2s, ALLEMAAL-A-20, 25, 5, L
2s, EMMEN-A, 37, C_spread, L
2s, EMMEN-A, 37, C_spread, R
2s, AL-175, 2, B, L
2s, AL-175, 2, B, R
2s, RUSTIG-17, 25, 5, L
2s, RUSTIG-17, 25, 5, R
2s, VERTELLEN-36, 2, B, L
2s, VERTELLEN-36, 2, B, R
2s, GEBAREN-A-481, 25, 5, L
2s, GEBAREN-A-481, 25, 5, R
2s, IBIZA-1, 2, B, L
2s, IBIZA-1, 2, B, R
2s, VERANDEREN-A-8, 36, Money, L
2s, VERANDEREN-A-8, 36, Money, R
2s, PV-158, 25, 5, L
2s, PV-158, 25, 5, R
2s, ONNO-CRASBORN, 14, O, L
2s, ONNO-CRASBORN, 14, O, R
2s, PO-4303, 2, B, L
2s, PO-4303, 2, B, R
2s, PO-3300, 2, B, L
2s, PO-3300, 2, B, R
2s, MOGEN-A-29, 25, 5, L
2s, MOGEN-A-29, 25, 5, R
2s, PO-3723, 2, B, L
2s, PO-3723, 2, B, R
2s, KLIMMEN-A-20, 37, C_spread, L
2s, KLIMMEN-A-20, 37, C_spread, R
2s, EMAIL-E-12, 24, Baby_O, L
2s, EMAIL-E-12, 24, Baby_O, R
2s, INTERNATIONAAL-6, 9, N, L
2s, INTERNATIONAAL-6, 9, N, R
2s, PO-2134, 2, B, L
2s, PO-2134, 2, B, R
2s, PO-3888, 2, B, L
2s, PO-3888, 2, B, R
2s, UITREKKEN-A, 17, S, L
2s, UITREKKEN-A, 17, S, R
2s, GEBAREN-A-77, 25, 5, L
2s, GEBAREN-A-77, 25, 5, R
2s, KNUFFELEN-6, 17, S, L
2s, KNUFFELEN-6, 17, S, R
2s, BEHANDELEN-3, 25, 5, L
2s, BEHANDELEN-3, 25, 5, R
2s, HAND-UP-2, 2, B, L
2s, HAND-UP-2, 2, B, R
2s, APART-C-3, 3, C, L
2s, APART-C-3, 3, C, R
2s, LEVEN-B-25, 25, 5, L
2s, LEVEN-B-25, 25, 5, R
2s, MEXICO-B, 4, 1, L
2s, MEXICO-B, 4, 1, R
2s, APPARTEMENT-A, 36, Money, L
2s, APPARTEMENT-A, 36, Money, R
2s, PRATEN-B-7, 26, Beak_open, L
2s, PRATEN-B-7, 26, Beak_open, R
2s, GEBAREN-A-207, 25, 5, L
2s, GEBAREN-A-207, 25, 5, R
2s, GEBAREN-A-24, 25, 5, L
2s, GEBAREN-A-24, 25, 5, R
2s, PO-2842, 2, B, L
2s, PO-2842, 2, B, R
2s, PO-3892, 2, B, L
2s, PO-3892, 2, B, R
2s, PO-4069, 2, B, L
2s, PO-4069, 2, B, R
2s, PO-3908, 2, B, L
2s, PO-3908, 2, B, R
2s, PO-2722, 2, B, L
2s, PO-2722, 2, B, R
2s, LEVEN-B-13, 25, 5, L
2s, LEVEN-B-13, 25, 5, R
2s, ROK-9, 2, B, L
2s, ROK-9, 2, B, R
2s, SNEL-C-4, 17, S, L
2s, SNEL-C-4, 17, S, R
2s, VRIEND-A-40, 2, B, L
2s, VRIEND-A-40, 2, B, R
2s, PO-713, 2, B, L
2s, PO-713, 2, B, R
2s, VOGEL-A-32, 2, B, L
2s, VOGEL-A-32, 2, B, R
2s, PO-4321, 2, B, L
2s, PO-4321, 2, B, R
2s, PO-4177, 2, B, L
2s, PO-4177, 2, B, R
2s, PO-921, 2, B, L
2s, PO-921, 2, B, R
2s, PO-54, 2, B, L
2s, PO-54, 2, B, R
2s, PO-1735, 2, B, L
2s, PO-1735, 2, B, R
2s, PO-4136, 2, B, L
2s, PO-4136, 2, B, R
2s, VERSPREIDEN-B-6, 17, S, L
2s, VERSPREIDEN-B-6, 17, S, R
2s, PRATEN-B-1, 26, Beak_open, L
2s, PRATEN-B-1, 26, Beak_open, R
2s, GEBAREN-A-36, 25, 5, L
2s, GEBAREN-A-36, 25, 5, R
2s, JAAR-B-18, 17, S, L
2s, JAAR-B-18, 17, S, R
2s, PO-2865, 2, B, L
2s, PO-2865, 2, B, R
2s, BESLUITEN-A-47, 17, S, L
2s, BESLUITEN-A-47, 17, S, R
2s, GRIEZELIG-1, 37, C_spread, L
2s, GRIEZELIG-1, 37, C_spread, R
2s, PO-1985, 2, B, L
2s, PO-1985, 2, B, R
2s, PO-3779, 2, B, L
2s, PO-3779, 2, B, R
2s, PLANT-A, 18, T, L
2s, PLANT-A, 18, T, R
2s, PANIEK-B-4, 25, 5, L
2s, PANIEK-B-4, 25, 5, R
2s, VOGELKOOI-A-21, 2, B, L
2s, VOGELKOOI-A-21, 2, B, R
2s, COMMUNICEREN-52, 3, C, L
2s, COMMUNICEREN-52, 3, C, R
2s, GEBAREN-A-277, 25, 5, L
2s, GEBAREN-A-277, 25, 5, R
2s, AANDACHT-A-13, 2, B, L
2s, AANDACHT-A-13, 2, B, R
2s, PO-2996, 2, B, L
2s, PO-2996, 2, B, R
2s, ALLEMAAL-A-28, 25, 5, L
2s, ALLEMAAL-A-28, 25, 5, R
2s, PO-3829, 2, B, R
2s, NEDERLAND-A-18, 26, Beak_open, L
2s, NEDERLAND-A-18, 26, Beak_open, R
2s, KLAAR-A-37, 2, B, L
2s, KLAAR-A-37, 2, B, R
2s, PO-2653, 2, B, L
2s, PO-2653, 2, B, R
2s, TRAAG, 37, C_spread, L
2s, TRAAG, 37, C_spread, R
2s, PO-3503, 2, B, L
2s, PO-3503, 2, B, R
2s, PO-919, 2, B, L
2s, PO-919, 2, B, R
2s, PO-2476, 2, B, L
2s, PO-2476, 2, B, R
2s, FAMILIE-B, 18, T, L
2s, FAMILIE-B, 18, T, R
2s, KWALITEIT-3, 36, Money, L
2s, KWALITEIT-3, 36, Money, R
2s, PO-2934, 2, B, L
2s, PO-2934, 2, B, R
2s, VERTELLEN-60, 2, B, L
2s, VERTELLEN-60, 2, B, R
2s, WEG-A-4, 2, B, L
2s, WEG-A-4, 2, B, R
2s, CAPUCHON-B, 36, Money, L
2s, CAPUCHON-B, 36, Money, R
2s, SCHAAP-A-22, 39, Beak_open_spread, L
2s, SCHAAP-A-22, 39, Beak_open_spread, R
2s, NIET-B-62, 2, B, L
2s, NIET-B-62, 2, B, R
2s, GEBAREN-A-235, 25, 5, L
2s, GEBAREN-A-235, 25, 5, R
2s, AMERIKA-6, 25, 5, L
2s, AMERIKA-6, 25, 5, R
2s, INKRIMPEN-A-3, 37, C_spread, L
2s, INKRIMPEN-A-3, 37, C_spread, R
2s, GROEP-A-80, 3, C, L
2s, GROEP-A-80, 3, C, R
2s, AANKIJKEN-A:1-1, 25, 5, L
2s, AANKIJKEN-A:1-1, 25, 5, R
2s, AL-144, 2, B, L
2s, AL-144, 2, B, R
2s, PO-2604, 2, B, L
2s, PO-2604, 2, B, R
2s, PO-300, 2, B, L
2s, PO-300, 2, B, R
2s, WAAR-A-25, 25, 5, L
2s, WAAR-A-25, 25, 5, R
2s, VAAK-10, 25, 5, L
2s, VAAK-10, 25, 5, R
2s, COMMUNICEREN-8, 3, C, L
2s, COMMUNICEREN-8, 3, C, R
2s, PO-1897, 2, B, L
2s, PO-1897, 2, B, R
2s, GEHANDICAPT-A-129, 4, 1, L
2s, GEHANDICAPT-A-129, 4, 1, R
2s, 15-C-3, 25, 5, L
2s, 15-C-3, 25, 5, R
2s, PO-2526, 2, B, L
2s, PO-2526, 2, B, R
2s, ANTILOPE-B-1, 9, N, L
2s, ANTILOPE-B-1, 9, N, R
2s, OPEN-C-5, 36, Money, L
2s, OPEN-C-5, 36, Money, R
2s, PO-2955, 2, B, L
2s, PO-2955, 2, B, R
2s, COMMUNICEREN-66, 3, C, L
2s, COMMUNICEREN-66, 3, C, R
2s, PO-3566, 2, B, L
2s, PO-3566, 2, B, R
2s, GEBAREN-A-826, 25, 5, L
2s, GEBAREN-A-826, 25, 5, R
2s, AL-135, 2, B, L
2s, AL-135, 2, B, R
2s, LOPEN-E-4, 3, C, L
2s, LOPEN-E-4, 3, C, R
2s, RUSTIG-15, 25, 5, L
2s, RUSTIG-15, 25, 5, R
2s, KLAAR-A-43, 2, B, L
2s, KLAAR-A-43, 2, B, R
2s, BAKKEBAARD, 44, Baby_C, R
2s, DUIDELIJK-A-6, 14, O, L
2s, DUIDELIJK-A-6, 14, O, R
2s, COMBINATIE-10, 37, C_spread, L
2s, COMBINATIE-10, 37, C_spread, R
2s, HUILEN-A-3, 4, 1, L
2s, HUILEN-A-3, 4, 1, R
2s, GEBAREN-A-622, 25, 5, L
2s, GEBAREN-A-622, 25, 5, R
2s, ONTSPANNEN-B-1, 9, N, L
2s, ONTSPANNEN-B-1, 9, N, R
2s, PO-1882, 2, B, L
2s, PO-1882, 2, B, R
2s, LOPEN-I-5, 4, 1, L
2s, LOPEN-I-5, 4, 1, R
2s, PO-2778, 2, B, L
2s, PO-2778, 2, B, R
2s, ONTMOETEN-A-42, 4, 1, L
2s, ONTMOETEN-A-42, 4, 1, R
2s, KLIMMEN-D, 3, C, L
2s, KLIMMEN-D, 3, C, R
2s, RAAM-A-25, 4, 1, L
2s, RAAM-A-25, 4, 1, R
2s, HELPEN-A-8, 25, 5, L
2s, HELPEN-A-8, 25, 5, R
2s, PO-4264, 2, B, L
2s, PO-4264, 2, B, R
2s, POES-A-9, 16, Baby_beak_open, L
2s, POES-A-9, 16, Baby_beak_open, R
2s, INTERNET-C-17, 43, 5m, L
2s, INTERNET-C-17, 43, 5m, R
2s, GEHANDICAPT-A-16, 4, 1, L
2s, GEHANDICAPT-A-16, 4, 1, R
2s, PO-311, 2, B, L
2s, PO-311, 2, B, R
2s, LICHAAM-A-20, 27, B_bent, L
2s, LICHAAM-A-20, 27, B_bent, R
2s, VRIEZEN-2, 17, S, L
2s, VRIEZEN-2, 17, S, R
2s, ALLES-A-9, 25, 5, L
2s, ALLES-A-9, 25, 5, R
2s, WAKKER-10, 45, Baby_beak, L
2s, WAKKER-10, 45, Baby_beak, R
2s, PO-3749, 2, B, L
2s, PO-3749, 2, B, R
2s, VOGELKOOI-A-23, 2, B, L
2s, VOGELKOOI-A-23, 2, B, R
2s, ACCEPTEREN-A-17, 26, Beak_open, L
2s, ACCEPTEREN-A-17, 26, Beak_open, R
2s, POES-A-22, 16, Baby_beak_open, L
2s, POES-A-22, 16, Baby_beak_open, R
2s, VOGEL-A-46, 2, B, L
2s, VOGEL-A-46, 2, B, R
2s, PO-2479, 2, B, L
2s, PO-2479, 2, B, R
2s, BOS-A-3, 3, C, L
2s, BOS-A-3, 3, C, R
2s, KLAAR-A-134, 2, B, L
2s, KLAAR-A-134, 2, B, R
2s, GROOT-VERTICAAL-D, 37, C_spread, L
2s, GROOT-VERTICAAL-D, 37, C_spread, R
2s, WINTER, 3, C, L
2s, WINTER, 3, C, R
2s, ALLES-A-29, 25, 5, L
2s, ALLES-A-29, 25, 5, R
2s, GEBOUW-B, 19, V, L
2s, GEBOUW-B, 19, V, R
2s, UITLEGGEN, 37, C_spread, L
2s, UITLEGGEN, 37, C_spread, R
2s, MUTS, 17, S, L
2s, MUTS, 17, S, R
2s, PO-2630, 2, B, L
2s, PO-2630, 2, B, R
2s, VERSCHILLENDE-A-65, 25, 5, L
2s, VERSCHILLENDE-A-65, 25, 5, R
2s, PO-892, 2, B, L
2s, PO-892, 2, B, R
2s, KLEREN-A-2, 36, Money, L
2s, KLEREN-A-2, 36, Money, R
2s, TE-MAKEN-MET-10, 18, T, L
2s, TE-MAKEN-MET-10, 18, T, R
2s, PO-1233, 2, B, L
2s, PO-1233, 2, B, R
2s, PO-256, 2, B, L
2s, PO-256, 2, B, R
2s, ALLEMAAL-A-35, 25, 5, L
2s, ALLEMAAL-A-35, 25, 5, R
2s, VOORKOMEN-B-1, 2, B, L
2s, VOORKOMEN-B-1, 2, B, R
2s, PO-3125, 2, B, L
2s, PO-3125, 2, B, R
2s, EMAIL-B-2, 14, O, L
2s, EMAIL-B-2, 14, O, R
2s, ALLES-B-3, 25, 5, L
2s, ALLES-B-3, 25, 5, R
2s, GEBAREN-A-464, 25, 5, L
2s, GEBAREN-A-464, 25, 5, R
2s, WEG-C-6, 2, B, L
2s, WEG-C-6, 2, B, R
2s, ACCEPTEREN-A-13, 26, Beak_open, L
2s, ACCEPTEREN-A-13, 26, Beak_open, R
2s, PO-838, 2, B, L
2s, PO-838, 2, B, R
2s, ACCEPTEREN-A-10, 26, Beak_open, L
2s, ACCEPTEREN-A-10, 26, Beak_open, R
2s, GROEP-A-107, 3, C, L
2s, GROEP-A-107, 3, C, R
2s, PV-64, 25, 5, L
2s, PV-64, 25, 5, R
2s, PO-1583, 2, B, L
2s, PO-1583, 2, B, R
2s, PO-3062, 2, B, L
2s, PO-3062, 2, B, R
2s, BOS-A-10, 3, C, L
2s, BOS-A-10, 3, C, R
2s, AMERIKA-8, 25, 5, L
2s, AMERIKA-8, 25, 5, R
2s, AMSTERDAM-36, 4, 1, L
2s, AMSTERDAM-36, 4, 1, R
2s, PASSIEF-3, 25, 5, L
2s, PASSIEF-3, 25, 5, R
2s, PO-2200, 2, B, L
2s, PO-2200, 2, B, R
2s, BRUG-D, 11, K, L
2s, BRUG-D, 11, K, R
2s, HUIS-A-14, 2, B, L
2s, HUIS-A-14, 2, B, R
2s, ALLEMAAL-A-30, 25, 5, L
2s, ALLEMAAL-A-30, 25, 5, R
2s, BESLUITEN-A-28, 17, S, L
2s, BESLUITEN-A-28, 17, S, R
2s, UITSMIJTER-2, 14, O, L
2s, UITSMIJTER-2, 14, O, R
2s, HELPEN-A-19, 25, 5, L
2s, HELPEN-A-19, 25, 5, R
2s, AFTASTEN, 25, 5, L
2s, AFTASTEN, 25, 5, R
2s, LOPEN-H-32, 38, B_curved, L
2s, LOPEN-H-32, 38, B_curved, R
2s, NEDERLAND-A-57, 26, Beak_open, L
2s, NEDERLAND-A-57, 26, Beak_open, R
2s, PO-1988, 2, B, L
2s, PO-1988, 2, B, R
2s, KLEIN-HORIZONTAAL-B, 4, 1, L
2s, KLEIN-HORIZONTAAL-B, 4, 1, R
2s, BAL-B-12, 38, B_curved, L
2s, BAL-B-12, 38, B_curved, R
2s, GEHANDICAPT-A-134, 4, 1, L
2s, GEHANDICAPT-A-134, 4, 1, R
2s, PO-2875, 2, B, L
2s, PO-2875, 2, B, R
2s, PO-1367, 2, B, L
2s, PO-1367, 2, B, R
2s, GEBAREN-A-688, 25, 5, L
2s, GEBAREN-A-688, 25, 5, R
2s, PO-974, 2, B, L
2s, PO-974, 2, B, R
2s, INTERNET-A-31, 43, 5m, L
2s, INTERNET-A-31, 43, 5m, R
2s, INTERNET-A-11, 43, 5m, L
2s, INTERNET-A-11, 43, 5m, R
2s, PRIMA-57, 1, A, L
2s, PRIMA-57, 1, A, R
2s, AUTORIJDEN-25, 17, S, L
2s, AUTORIJDEN-25, 17, S, R
2s, GEBAREN-A-746, 25, 5, L
2s, GEBAREN-A-746, 25, 5, R
2s, HOND-A-33, 27, B_bent, L
2s, HOND-A-33, 27, B_bent, R
2s, HAAS-A-5, 9, N, L
2s, HAAS-A-5, 9, N, R
2s, DOEN-A-17, 26, Beak_open, L
2s, DOEN-A-17, 26, Beak_open, R
2s, EMAIL-E-14, 24, Baby_O, L
2s, EMAIL-E-14, 24, Baby_O, R
2s, KLAAR-A-114, 2, B, L
2s, KLAAR-A-114, 2, B, R
2s, AL-124, 2, B, L
2s, AL-124, 2, B, R
2s, GEBOUW-B-13, 19, V, L
2s, GEBOUW-B-13, 19, V, R
2s, OPGELUCHT-C-1, 2, B, L
2s, OPGELUCHT-C-1, 2, B, R
2s, HAASTIG-B-1, 37, C_spread, L
2s, HAASTIG-B-1, 37, C_spread, R
2s, PO-2386, 2, B, L
2s, PO-2386, 2, B, R
2s, PO-1461, 2, B, L
2s, PO-1461, 2, B, R
2s, GEHANDICAPT-A-138, 4, 1, L
2s, GEHANDICAPT-A-138, 4, 1, R
2s, PO-3160, 2, B, L
2s, PO-3160, 2, B, R
2s, PO-4028, 2, B, L
2s, PO-4028, 2, B, R
2s, UITKLEDEN-B, 36, Money, L
2s, UITKLEDEN-B, 36, Money, R
2s, TREIN-10, 2, B, L
2s, TREIN-10, 2, B, R
2s, PO-3636, 2, B, L
2s, PO-3636, 2, B, R
2s, PO-3738, 2, B, L
2s, PO-3738, 2, B, R
2s, APART-A-6, 2, B, L
2s, APART-A-6, 2, B, R
2s, PO-2546, 2, B, L
2s, PO-2546, 2, B, R
2s, SAMEN-A-106, 3, C, L
2s, SAMEN-A-106, 3, C, R
2s, PO-2340, 2, B, L
2s, PO-2340, 2, B, R
2s, OVERDREVEN-DEFTIG, 18, T, L
2s, OVERDREVEN-DEFTIG, 18, T, R
2s, AUTO-53, 17, S, L
2s, AUTO-53, 17, S, R
2s, DIENST-A, 1, A, L
2s, DIENST-A, 1, A, R
2s, BEZIG-4, 17, S, L
2s, BEZIG-4, 17, S, R
2s, PO-2757, 2, B, L
2s, RENNEN-A-25, 17, S, L
2s, RENNEN-A-25, 17, S, R
2s, APART-C-13, 3, C, L
2s, APART-C-13, 3, C, R
2s, SAMEN-A-6, 3, C, L
2s, SAMEN-A-6, 3, C, R
2s, PO-2558, 2, B, L
2s, PO-2558, 2, B, R
2s, AUTORIJDEN-1, 17, S, L
2s, AUTORIJDEN-1, 17, S, R
2s, PO-3693, 2, B, L
2s, PO-3693, 2, B, R
2s, PO-379, 2, B, L
2s, PO-379, 2, B, R
2s, PO-1568, 2, B, L
2s, PO-1568, 2, B, R
2s, NIET-B-17, 2, B, L
2s, NIET-B-17, 2, B, R
2s, ONTMOETEN-A-14, 4, 1, L
2s, ONTMOETEN-A-14, 4, 1, R
2s, TENTOONSTELLING-1, 18, T, L
2s, TENTOONSTELLING-1, 18, T, R
2s, PO-194, 2, B, L
2s, PO-194, 2, B, R
2s, PO-242, 2, B, L
2s, PO-242, 2, B, R
2s, PO-1495, 2, B, L
2s, PO-1495, 2, B, R
2s, OPEN-C-12, 36, Money, L
2s, OPEN-C-12, 36, Money, R
2s, FEEST-A-7, 23, Y, L
2s, FEEST-A-7, 23, Y, R
2s, DOEN-A-3, 26, Beak_open, L
2s, DOEN-A-3, 26, Beak_open, R
2s, BETER-72, 18, T, L
2s, BETER-72, 18, T, R
2s, PO-893, 2, B, L
2s, PO-893, 2, B, R
2s, PO-3137, 2, B, L
2s, PO-3137, 2, B, R
2s, PO-2122, 2, B, L
2s, PO-2122, 2, B, R
2s, PO-2046, 2, B, L
2s, PO-2046, 2, B, R
2s, DOEN-A-84, 26, Beak_open, L
2s, DOEN-A-84, 26, Beak_open, R
2s, COMMUNICEREN-56, 3, C, L
2s, COMMUNICEREN-56, 3, C, R
2s, PO-2873, 2, B, L
2s, PO-2873, 2, B, R
2s, HOE-B-34, 26, Beak_open, L
2s, HOE-B-34, 26, Beak_open, R
2s, WEG-A-12, 2, B, L
2s, WEG-A-12, 2, B, R
2s, SNEEUW-B, 25, 5, L
2s, SNEEUW-B, 25, 5, R
2s, PO-2053, 2, B, L
2s, PO-2053, 2, B, R
2s, DISCUSSIEREN-2, 22, 1_curved, L
2s, DISCUSSIEREN-2, 22, 1_curved, R
2s, GEBAREN-A-569, 25, 5, L
2s, GEBAREN-A-569, 25, 5, R
2s, GEBEUREN-A-7, 2, B, L
2s, GEBEUREN-A-7, 2, B, R
2s, PO-262, 2, B, L
2s, PO-262, 2, B, R
2s, KOKEN-C, 4, 1, L
2s, KOKEN-C, 4, 1, R
2s, VERANDEREN-B-10, 19, V, L
2s, VERANDEREN-B-10, 19, V, R
2s, GEBAREN-A-834, 25, 5, L
2s, GEBAREN-A-834, 25, 5, R
2s, INTERNATIONAAL-9, 9, N, L
2s, INTERNATIONAAL-9, 9, N, R
2s, PO-844, 2, B, L
2s, PO-844, 2, B, R
2s, GROEP-C-27, 3, C, L
2s, GROEP-C-27, 3, C, R
2s, BOOM-B-4, 4, 1, L
2s, BOOM-B-4, 4, 1, R
2s, ACCEPTEREN-A-8, 26, Beak_open, L
2s, ACCEPTEREN-A-8, 26, Beak_open, R
2s, PO-3179, 2, B, L
2s, PO-3179, 2, B, R
2s, ACCEPTEREN-A-14, 26, Beak_open, L
2s, ACCEPTEREN-A-14, 26, Beak_open, R
2s, UITSMIJTER-1, 14, O, L
2s, UITSMIJTER-1, 14, O, R
2s, ROLSTOEL-D-2, 36, Money, L
2s, ROLSTOEL-D-2, 36, Money, R
2s, PO-2044, 2, B, L
2s, PO-2044, 2, B, R
2s, PO-295, 2, B, L
2s, PO-295, 2, B, R
2s, AL-32, 2, B, L
2s, AL-32, 2, B, R
2s, PO-589, 2, B, L
2s, PO-589, 2, B, R
2s, SAMEN-A-43, 3, C, L
2s, SAMEN-A-43, 3, C, R
2s, KLAAR-A-38, 2, B, L
2s, KLAAR-A-38, 2, B, R
2s, KLEREN-A-7, 36, Money, L
2s, KLEREN-A-7, 36, Money, R
2s, PO-1341, 2, B, L
2s, PO-1341, 2, B, R
2s, GEBAREN-B-6, 25, 5, L
2s, GEBAREN-B-6, 25, 5, R
2s, VEEL-B-36, 25, 5, L
2s, VEEL-B-36, 25, 5, R
2s, GEBAREN-A-340, 25, 5, L
2s, GEBAREN-A-340, 25, 5, R
2s, GEBOREN-A-53, 2, B, L
2s, GEBOREN-A-53, 2, B, R
2s, VOGEL-A-4, 2, B, L
2s, VOGEL-A-4, 2, B, R
2s, IDENTITEITSCRISIS, 37, C_spread, L
2s, IDENTITEITSCRISIS, 37, C_spread, R
2s, SAMEN-A-131, 3, C, L
2s, SAMEN-A-131, 3, C, R
2s, GEBAREN-C-48, 25, 5, L
2s, GEBAREN-C-48, 25, 5, R
2s, GEBAREN-A-773, 25, 5, L
2s, GEBAREN-A-773, 25, 5, R
2s, GEBOUW-C-25, 2, B, L
2s, GEBOUW-C-25, 2, B, R
2s, CONGRES-A, 3, C, L
2s, CONGRES-A, 3, C, R
2s, LICHAAM-A-4, 27, B_bent, L
2s, LICHAAM-A-4, 27, B_bent, R
2s, PO-1840, 2, B, L
2s, PO-1840, 2, B, R
2s, BOS-A-12, 3, C, L
2s, BOS-A-12, 3, C, R
2s, WEDSTRIJD-10, 1, A, L
2s, WEDSTRIJD-10, 1, A, R
2s, INTERNET-A-14, 43, 5m, L
2s, INTERNET-A-14, 43, 5m, R
2s, PO-2944, 2, B, L
2s, PO-2944, 2, B, R
2s, KLAAR-A-51, 2, B, L
2s, KLAAR-A-51, 2, B, R
2s, GEBAREN-A-825, 25, 5, L
2s, GEBAREN-A-825, 25, 5, R
2s, PO-1448, 2, B, L
2s, PO-1448, 2, B, R
2s, PO-1483, 2, B, L
2s, PO-1483, 2, B, R
2s, AANDACHT-A-22, 2, B, L
2s, AANDACHT-A-22, 2, B, R
2s, STROOMSCHOK-KRIJGEN, 25, 5, L
2s, STROOMSCHOK-KRIJGEN, 25, 5, R
2s, VERDWIJNEN-A-2, 26, Beak_open, L
2s, VERDWIJNEN-A-2, 26, Beak_open, R
2s, INTERNET-A-23, 43, 5m, L
2s, INTERNET-A-23, 43, 5m, R
2s, WALRUS-1, 3, C, L
2s, WALRUS-1, 3, C, R
2s, VERZAMELEN-A-4, 26, Beak_open, L
2s, VERZAMELEN-A-4, 26, Beak_open, R
2s, POES-A-5, 16, Baby_beak_open, L
2s, POES-A-5, 16, Baby_beak_open, R
2s, PO-372, 2, B, L
2s, PO-372, 2, B, R
2s, PO-2978, 2, B, L
2s, PO-2978, 2, B, R
2s, GEBAREN-A-559, 25, 5, L
2s, GEBAREN-A-559, 25, 5, R
2s, GEHANDICAPT-A-43, 4, 1, L
2s, GEHANDICAPT-A-43, 4, 1, R
2s, DOOR-ELKAAR-A-3, 37, C_spread, L
2s, DOOR-ELKAAR-A-3, 37, C_spread, R
2s, WIELEN, 4, 1, L
2s, WIELEN, 4, 1, R
2s, VERSPREIDEN-A-8, 25, 5, L
2s, VERSPREIDEN-A-8, 25, 5, R
2s, SAMEN-A-35, 3, C, L
2s, SAMEN-A-35, 3, C, R
2s, PO-1603, 2, B, L
2s, PO-1603, 2, B, R
2s, SCHAAP-A-24, 39, Beak_open_spread, L
2s, SCHAAP-A-24, 39, Beak_open_spread, R
2s, POES-A-50, 16, Baby_beak_open, L
2s, POES-A-50, 16, Baby_beak_open, R
2s, PO-1900, 2, B, L
2s, PO-1900, 2, B, R
2s, PO-3877, 2, B, L
2s, PO-3877, 2, B, R
2s, PO-3936, 2, B, L
2s, PO-3936, 2, B, R
2s, SAMEN-D-3, 4, 1, L
2s, SAMEN-D-3, 4, 1, R
2s, PO-1091, 2, B, L
2s, PO-1091, 2, B, R
2s, POES-A-60, 16, Baby_beak_open, L
2s, POES-A-60, 16, Baby_beak_open, R
2s, UITKLEDEN-C-1, 36, Money, L
2s, UITKLEDEN-C-1, 36, Money, R
2s, PO-1739, 2, B, L
2s, PO-1739, 2, B, R
2s, PO-3350, 2, B, L
2s, PO-3350, 2, B, R
2s, PO-458, 2, B, L
2s, PO-458, 2, B, R
2s, KERK, 2, B, L
2s, KERK, 2, B, R
2s, PRATEN-B-41, 26, Beak_open, L
2s, PRATEN-B-41, 26, Beak_open, R
2s, WEBCAM-2, 3, C, L
2s, WEBCAM-2, 3, C, R
2s, NIET-B-16, 2, B, L
2s, NIET-B-16, 2, B, R
2s, HAAT-A, 25, 5, L
2s, HAAT-A, 25, 5, R
2s, HOE-B-58, 26, Beak_open, L
2s, HOE-B-58, 26, Beak_open, R
2s, PO-3742, 2, B, L
2s, PO-3742, 2, B, R
2s, PO-658, 2, B, L
2s, PO-658, 2, B, R
2s, GEHANDICAPT-A-1, 4, 1, L
2s, GEHANDICAPT-A-1, 4, 1, R
2s, APPLAUS-B-2, 25, 5, L
2s, APPLAUS-B-2, 25, 5, R
2s, BESLUITEN-A-32, 17, S, L
2s, BESLUITEN-A-32, 17, S, R
2s, PO-777, 2, B, L
2s, PO-777, 2, B, R
2s, DOEN-A-13, 26, Beak_open, L
2s, DOEN-A-13, 26, Beak_open, R
2s, ZO-B-1, 2, B, L
2s, ZO-B-1, 2, B, R
2s, GEHANDICAPT-A-24, 4, 1, L
